target,target_count,target_and_keyphrase_count,keyphrase_count,database_count,p_value,target_and_keyphrase_ratio
LTB,1560,32,54549,30028272,5.562195445657603e-23,0.020512820512820513
APOM,244,5,54549,30028272,9.542397027691399e-05,0.020491803278688523
SLC2A5,49,1,54549,30028272,0.08524025627003891,0.02040816326530612
GNLY,49,1,54549,30028272,0.08524025627003891,0.02040816326530612
HPGDS,49,1,54549,30028272,0.08524025627003891,0.02040816326530612
HAVCR1,49,1,54549,30028272,0.08524025627003891,0.02040816326530612
HLA-DMB,49,1,54549,30028272,0.08524025627003891,0.02040816326530612
LOX,6286,128,54549,30028272,2.229088681523266e-86,0.02036271078587337
IL6R,345,7,54549,30028272,4.14830229762256e-06,0.020289855072463767
FOXP1,494,10,54549,30028272,3.83477853949146e-08,0.020242914979757085
CD34,30586,618,54549,30028272,0.0,0.020205322696658604
ADAMTS4,248,5,54549,30028272,0.00010295662290336479,0.020161290322580645
RHOU,50,1,54549,30028272,0.08690200702200597,0.02
KYNU,50,1,54549,30028272,0.08690200702200597,0.02
ENC1,50,1,54549,30028272,0.08690200702200597,0.02
AP3B1,50,1,54549,30028272,0.08690200702200597,0.02
CRP,42331,839,54549,30028272,0.0,0.019819990078193288
PLA2G7,101,2,54549,30028272,0.014794051301636862,0.019801980198019802
JUN,29777,589,54549,30028272,0.0,0.01978036739765591
CCR9,509,10,54549,30028272,5.059892416611104e-08,0.019646365422396856
IFI6,51,1,54549,30028272,0.08856073553778851,0.0196078431372549
CSF3R,153,3,54549,30028272,0.002863561384634318,0.0196078431372549
SOAT1,52,1,54549,30028272,0.09021645393835306,0.019230769230769232
HYAL2,156,3,54549,30028272,0.0030242681287446552,0.019230769230769232
IRF2,156,3,54549,30028272,0.0030242681287446552,0.019230769230769232
LST1,52,1,54549,30028272,0.09021645393835306,0.019230769230769232
IL17F,156,3,54549,30028272,0.0030242681287446552,0.019230769230769232
AIM2,575,11,54549,30028272,1.4389153648341163e-08,0.019130434782608695
REL,4215,80,54549,30028272,1.9878928313165366e-52,0.018979833926453145
PIAS3,211,4,54549,30028272,0.0006480068364692186,0.018957345971563982
VCAN,159,3,54549,30028272,0.0031904093260289408,0.018867924528301886
STAT4,1220,23,54549,30028272,3.4701532241662827e-16,0.018852459016393444
CD55,1221,23,54549,30028272,3.53064494231828e-16,0.018837018837018837
