target,target_count,target_and_keyphrase_count,keyphrase_count,database_count,p_value,target_and_keyphrase_ratio
FCGR3A,230,16,99703,30028272,1.9186519391405344e-16,0.06956521739130435
IL2,3197,214,99703,30028272,4.650987166522039e-196,0.06693775414451048
CCR9,509,34,99703,30028272,1.3198646965050206e-32,0.06679764243614932
CSMD2,15,1,99703,30028272,0.048663501428416835,0.06666666666666667
GNG12,15,1,99703,30028272,0.048663501428416835,0.06666666666666667
NEXN,15,1,99703,30028272,0.048663501428416835,0.06666666666666667
MCOLN3,15,1,99703,30028272,0.048663501428416835,0.06666666666666667
IGSF3,15,1,99703,30028272,0.048663501428416835,0.06666666666666667
KIFAP3,15,1,99703,30028272,0.048663501428416835,0.06666666666666667
PRKD3,15,1,99703,30028272,0.048663501428416835,0.06666666666666667
KCNK12,15,1,99703,30028272,0.048663501428416835,0.06666666666666667
REG1B,15,1,99703,30028272,0.048663501428416835,0.06666666666666667
SLC39A10,15,1,99703,30028272,0.048663501428416835,0.06666666666666667
PARD3B,15,1,99703,30028272,0.048663501428416835,0.06666666666666667
FARP2,15,1,99703,30028272,0.048663501428416835,0.06666666666666667
LRRFIP2,15,1,99703,30028272,0.048663501428416835,0.06666666666666667
RASSF6,45,3,99703,30028272,0.00046793067651910384,0.06666666666666667
ARHGAP24,30,2,99703,30028272,0.00450812116836343,0.06666666666666667
HIST1H1C,15,1,99703,30028272,0.048663501428416835,0.06666666666666667
CD1C,573,38,99703,30028272,3.944909925988069e-36,0.06631762652705062
IL5,536,35,99703,30028272,3.5446773545357034e-33,0.06529850746268656
CD8B,46,3,99703,30028272,0.0004993392300176444,0.06521739130434782
XPO1,261,17,99703,30028272,6.724624272723347e-17,0.06513409961685823
IL4,2099,136,99703,30028272,2.0827913873608898e-123,0.06479275845640782
FAIM,93,6,99703,30028272,7.9744126273694e-07,0.06451612903225806
RFX5,109,7,99703,30028272,9.857201579109981e-08,0.06422018348623854
NOTCH2,1035,65,99703,30028272,4.4918165185941125e-59,0.06280193236714976
ITGA10,16,1,99703,30028272,0.051822229652789764,0.0625
TNFSF18,16,1,99703,30028272,0.051822229652789764,0.0625
KCNT2,16,1,99703,30028272,0.051822229652789764,0.0625
DENND1B,16,1,99703,30028272,0.051822229652789764,0.0625
ATL2,16,1,99703,30028272,0.051822229652789764,0.0625
ARHGAP25,16,1,99703,30028272,0.051822229652789764,0.0625
HIGD1A,16,1,99703,30028272,0.051822229652789764,0.0625
B3GNT5,16,1,99703,30028272,0.051822229652789764,0.0625
ARHGAP10,16,1,99703,30028272,0.051822229652789764,0.0625
ZNF131,16,1,99703,30028272,0.051822229652789764,0.0625
SEPT8,16,1,99703,30028272,0.051822229652789764,0.0625
SFXN1,16,1,99703,30028272,0.051822229652789764,0.0625
GCNT2,32,2,99703,30028272,0.0051177442129798885,0.0625
CPA3,49,3,99703,30028272,0.0006015663438693855,0.061224489795918366
PRDM2,66,4,99703,30028272,7.43160237211116e-05,0.06060606060606061
S1PR1,363,22,99703,30028272,9.541296239314207e-21,0.06060606060606061
NTSR2,33,2,99703,30028272,0.005435963148429052,0.06060606060606061
SEMA4C,33,2,99703,30028272,0.005435963148429052,0.06060606060606061
RGS1,182,11,99703,30028272,4.291152733850847e-11,0.06043956043956044
CD28,9814,589,99703,30028272,0.0,0.060016303240269006
HAX1,101,6,99703,30028272,1.2961345018330375e-06,0.0594059405940594
PTP4A2,17,1,99703,30028272,0.054970470037919585,0.058823529411764705
ACP6,17,1,99703,30028272,0.054970470037919585,0.058823529411764705
