target,target_count,target_and_keyphrase_count,keyphrase_count,database_count,p_value,target_and_keyphrase_ratio
MMEL1,22,0,1707,30028272,1.0,0.0
RP13-436F16.1,0,0,1707,30028272,1.0,0.0
TTC34,3,0,1707,30028272,1.0,0.0
RP11-740P5.2,0,0,1707,30028272,1.0,0.0
RP11-740P5.3,0,0,1707,30028272,1.0,0.0
ACTRT2,2,0,1707,30028272,1.0,0.0
LINC00982,6,0,1707,30028272,1.0,0.0
PRDM16,366,0,1707,30028272,1.0,0.0
RP1-163G9.2,0,0,1707,30028272,1.0,0.0
RP11-22L13.1,0,0,1707,30028272,1.0,0.0
ARHGEF16,8,0,1707,30028272,1.0,0.0
RP11-168F9.2,0,0,1707,30028272,1.0,0.0
MEGF6,4,0,1707,30028272,1.0,0.0
RP11-46F15.2,0,0,1707,30028272,1.0,0.0
TPRG1L,1,0,1707,30028272,1.0,0.0
WRAP73,3,0,1707,30028272,1.0,0.0
TP73,263,0,1707,30028272,1.0,0.0
RP5-1092A11.5,0,0,1707,30028272,1.0,0.0
RP5-1092A11.2,0,0,1707,30028272,1.0,0.0
TP73-AS1,37,0,1707,30028272,1.0,0.0
CCDC27,1,0,1707,30028272,1.0,0.0
SMIM1,19,0,1707,30028272,1.0,0.0
LRRC47,1,0,1707,30028272,1.0,0.0
RP1-286D6.5,0,0,1707,30028272,1.0,0.0
CEP104,8,0,1707,30028272,1.0,0.0
DFFB,24,0,1707,30028272,1.0,0.0
C1orf174,1,0,1707,30028272,1.0,0.0
LINC01134,0,0,1707,30028272,1.0,0.0
RP13-614K11.1,0,0,1707,30028272,1.0,0.0
RP13-614K11.2,0,0,1707,30028272,1.0,0.0
RP5-1166F10.1,0,0,1707,30028272,1.0,0.0
RP1-37J18.1,0,0,1707,30028272,1.0,0.0
RP1-37J18.2,0,0,1707,30028272,1.0,0.0
AJAP1,43,0,1707,30028272,1.0,0.0
RP11-542C10.1,0,0,1707,30028272,1.0,0.0
RP1-58B11.1,0,0,1707,30028272,1.0,0.0
RP11-154H17.1,0,0,1707,30028272,1.0,0.0
NPHP4,67,0,1707,30028272,1.0,0.0
KCNAB2,16,0,1707,30028272,1.0,0.0
AL035406.1,0,0,1707,30028272,1.0,0.0
CHD5,87,0,1707,30028272,1.0,0.0
RPL22,108,0,1707,30028272,1.0,0.0
RP1-120G22.11,0,0,1707,30028272,1.0,0.0
RNF207,7,0,1707,30028272,1.0,0.0
ICMT,158,0,1707,30028272,1.0,0.0
LINC00337,2,0,1707,30028272,1.0,0.0
HES3,74,0,1707,30028272,1.0,0.0
GPR153,8,0,1707,30028272,1.0,0.0
ACOT7,24,0,1707,30028272,1.0,0.0
RP1-202O8.3,0,0,1707,30028272,1.0,0.0
HES2,44,0,1707,30028272,1.0,0.0
ESPN,69,0,1707,30028272,1.0,0.0
RP1-202O8.2,0,0,1707,30028272,1.0,0.0
PLEKHG5,15,0,1707,30028272,1.0,0.0
NOL9,5,0,1707,30028272,1.0,0.0
TAS1R1,46,0,1707,30028272,1.0,0.0
ZBTB48,1,0,1707,30028272,1.0,0.0
KLHL21,5,0,1707,30028272,1.0,0.0
PHF13,7,0,1707,30028272,1.0,0.0
THAP3,2,0,1707,30028272,1.0,0.0
DNAJC11,6,0,1707,30028272,1.0,0.0
RP11-242F24.1,0,0,1707,30028272,1.0,0.0
RP11-312B8.1,0,0,1707,30028272,1.0,0.0
CAMTA1,88,0,1707,30028272,1.0,0.0
RP11-334N17.1,0,0,1707,30028272,1.0,0.0
RP3-453P22.2,0,0,1707,30028272,1.0,0.0
RP4-549F15.1,0,0,1707,30028272,1.0,0.0
RP11-338N10.1,0,0,1707,30028272,1.0,0.0
RP11-338N10.2,0,0,1707,30028272,1.0,0.0
RP11-338N10.3,0,0,1707,30028272,1.0,0.0
VAMP3,117,0,1707,30028272,1.0,0.0
PER3,410,0,1707,30028272,1.0,0.0
RP3-467L1.4,0,0,1707,30028272,1.0,0.0
UTS2,28,0,1707,30028272,1.0,0.0
TNFRSF9,87,0,1707,30028272,1.0,0.0
PARK7,314,0,1707,30028272,1.0,0.0
ERRFI1,45,0,1707,30028272,1.0,0.0
RP11-431K24.1,0,0,1707,30028272,1.0,0.0
RP11-431K24.3,0,0,1707,30028272,1.0,0.0
RP11-431K24.4,0,0,1707,30028272,1.0,0.0
SLC45A1,6,0,1707,30028272,1.0,0.0
RERE,58,0,1707,30028272,1.0,0.0
RP5-1115A15.1,0,0,1707,30028272,1.0,0.0
RP4-633I8.4,0,0,1707,30028272,1.0,0.0
ENO1-AS1,0,0,1707,30028272,1.0,0.0
CA6,117,0,1707,30028272,1.0,0.0
SLC2A7,3,0,1707,30028272,1.0,0.0
SLC2A5,49,0,1707,30028272,1.0,0.0
GPR157,2,0,1707,30028272,1.0,0.0
RP3-510D11.1,0,0,1707,30028272,1.0,0.0
RP3-510D11.2,0,0,1707,30028272,1.0,0.0
H6PD,57,0,1707,30028272,1.0,0.0
SPSB1,18,0,1707,30028272,1.0,0.0
RP13-392I16.1,0,0,1707,30028272,1.0,0.0
