target,target_count,target_and_keyphrase_count,keyphrase_count,database_count,p_value,target_and_keyphrase_ratio
CCL17,877,186,226659,30028272,2.0231708322639685e-202,0.2120866590649943
GPR15,104,22,226659,30028272,2.1838348631064963e-25,0.21153846153846154
CD96,90,19,226659,30028272,4.1126058763348103e-22,0.2111111111111111
KLRK1,38,8,226659,30028272,4.211414501844533e-10,0.21052631578947367
XCL1,133,28,226659,30028272,7.93929209049689e-32,0.21052631578947367
CCL22,846,178,226659,30028272,3.9699276928171854e-193,0.21040189125295508
APOBEC3D,24,5,226659,30028272,9.239382212812775e-07,0.20833333333333334
SNAI3,24,5,226659,30028272,9.239382212812775e-07,0.20833333333333334
CBLB,149,31,226659,30028272,6.783523256356739e-35,0.2080536912751678
MALT1,592,122,226659,30028272,8.910385121958175e-132,0.20608108108108109
FBL,248,51,226659,30028272,4.5352075540770485e-56,0.2056451612903226
HAVCR1,49,10,226659,30028272,3.772303365867871e-12,0.20408163265306123
CXCL13,1025,209,226659,30028272,2.457490654074099e-223,0.20390243902439023
STAT4,1220,248,226659,30028272,2.760739770159737e-264,0.20327868852459016
BCL10,479,96,226659,30028272,7.819427333878639e-103,0.20041753653444677
ANAPC7,5,1,226659,30028272,0.037175468562909396,0.2
ASB7,5,1,226659,30028272,0.037175468562909396,0.2
AZI2,10,2,226659,30028272,0.002462676968020024,0.2
CA5B,5,1,226659,30028272,0.037175468562909396,0.2
CCBP2,10,2,226659,30028272,0.002462676968020024,0.2
CCNT1,10,2,226659,30028272,0.002462676968020024,0.2
CD163L1,5,1,226659,30028272,0.037175468562909396,0.2
CDC42EP5,5,1,226659,30028272,0.037175468562909396,0.2
CLEC6A,5,1,226659,30028272,0.037175468562909396,0.2
DPEP2,5,1,226659,30028272,0.037175468562909396,0.2
EXOC3,10,2,226659,30028272,0.002462676968020024,0.2
FAM188B,5,1,226659,30028272,0.037175468562909396,0.2
FILIP1,5,1,226659,30028272,0.037175468562909396,0.2
GLT25D2,5,1,226659,30028272,0.037175468562909396,0.2
GOLGA7,5,1,226659,30028272,0.037175468562909396,0.2
GPR62,5,1,226659,30028272,0.037175468562909396,0.2
GRAP2,20,4,226659,30028272,1.427732682777938e-05,0.2
HIST1H3A,5,1,226659,30028272,0.037175468562909396,0.2
HIST1H3H,5,1,226659,30028272,0.037175468562909396,0.2
HIST1H4K,5,1,226659,30028272,0.037175468562909396,0.2
HMHA1,10,2,226659,30028272,0.002462676968020024,0.2
IGFL2,5,1,226659,30028272,0.037175468562909396,0.2
IL36B,5,1,226659,30028272,0.037175468562909396,0.2
ITGAL,65,13,226659,30028272,2.9411759032571268e-15,0.2
KBTBD11,5,1,226659,30028272,0.037175468562909396,0.2
LILRA1,15,3,226659,30028272,0.0001828138557951678,0.2
MAGED4,5,1,226659,30028272,0.037175468562909396,0.2
MRPL23,5,1,226659,30028272,0.037175468562909396,0.2
MRPL51,5,1,226659,30028272,0.037175468562909396,0.2
N4BP2,5,1,226659,30028272,0.037175468562909396,0.2
NKX2-4,5,1,226659,30028272,0.037175468562909396,0.2
PHYHIP,5,1,226659,30028272,0.037175468562909396,0.2
PI4K2B,5,1,226659,30028272,0.037175468562909396,0.2
PKHD1L1,5,1,226659,30028272,0.037175468562909396,0.2
RAB11FIP4,5,1,226659,30028272,0.037175468562909396,0.2
RASGRP4,25,5,226659,30028272,1.1476835357115815e-06,0.2
RNF166,5,1,226659,30028272,0.037175468562909396,0.2
RQCD1,5,1,226659,30028272,0.037175468562909396,0.2
SERTAD3,5,1,226659,30028272,0.037175468562909396,0.2
SIGLEC10,10,2,226659,30028272,0.002462676968020024,0.2
SPICE1,5,1,226659,30028272,0.037175468562909396,0.2
STAMBPL1,5,1,226659,30028272,0.037175468562909396,0.2
TELO2,10,2,226659,30028272,0.002462676968020024,0.2
TMEM140,5,1,226659,30028272,0.037175468562909396,0.2
TMEM14A,5,1,226659,30028272,0.037175468562909396,0.2
TREML2,15,3,226659,30028272,0.0001828138557951678,0.2
TTC36,5,1,226659,30028272,0.037175468562909396,0.2
ZNF43,5,1,226659,30028272,0.037175468562909396,0.2
ZNF44,5,1,226659,30028272,0.037175468562909396,0.2
ZNF683,5,1,226659,30028272,0.037175468562909396,0.2
ZNF7,10,2,226659,30028272,0.002462676968020024,0.2
CD38,6192,1219,226659,30028272,0.0,0.1968669250645995
DOCK8,175,34,226659,30028272,4.984531343218051e-37,0.19428571428571428
APC,20990,4071,226659,30028272,0.0,0.19394949976179132
NKG7,21,4,226659,30028272,1.753063513956766e-05,0.19047619047619047
ZFAT,37,7,226659,30028272,1.1784328569880845e-08,0.1891891891891892
PRAME,245,46,226659,30028272,8.694297918708671e-49,0.18775510204081633
DOCK2,96,18,226659,30028272,4.943084205011079e-20,0.1875
IL31,16,3,226659,30028272,0.00022373376078070362,0.1875
KLRC3,16,3,226659,30028272,0.00022373376078070362,0.1875
PTPRK,64,12,226659,30028272,7.81080260790419e-14,0.1875
RTKN2,16,3,226659,30028272,0.00022373376078070362,0.1875
IL4,2099,390,226659,30028272,0.0,0.18580276322058123
KLRB1,27,5,226659,30028272,1.7220954780049133e-06,0.18518518518518517
